index	sentence	check	triplet
188	균열은 해당 전단면에 걸쳐 발생한다고 가정하여야 한다.	0	
189	내화를 필요로 하는 구조물의 피복 두께는 화열의 온도, 지속시간, 사용골재의 성질 등을 고려하여 정하여야 하며, 4.3에 규정된 최소 피복 두께보다 더 큰 값이 요구될 때에는 동등한 내화성능의 재료나 피복 재료를 사용하거나 피복 두께의 값을 증가시켜야 한다.	1	['두께는', '등을', '고려하여']
190	기둥의 설계전단강도는 KDS 14 31 10(4.2.8.2.3)에 따라 결정되어야 한다.	0	
191	국소구역은 정착장치 및 이와 일체가 되는 구속철근과 이들을 둘러싸고 있는 콘크리트 사각기둥으로 정의한다.	0	
192	전단철근이 있는 부재의 설계전단강도는 부록.4에서 제시하는 기본구조요소를 근거하여 트러스 모델로 이상화할 수 있다.	1	['설계전단강도는', '기본구조요소를', '근거하여']
193	그리고 불연속받침부에서는 ①, ②의 철근이 받침부 면에서 항복강도를 발휘할 수 있도록 KDS 14 20 52(4.1.5)를 만족하는 표준갈고리나 KDS 14 20 52(4.1.6)을 만족하는 확대머리 이형철근으로 정착되어야 한다.	0	
194	항복모멘트는 총 영구하중에 의한 모멘트와 추가모멘트의 합이다.	0	
195	프리캐스트콘크리트 세그멘탈 교량이 균형 캔틸레버 공법, 가설 트러스 공법, 전진 가설 공법 등에 의해 건설될 때, 시공처짐량이 설계계산 값과 일치하도록 제어하기 위하여 가설할 때 콘크리트의 재령은 최소한 14일 이상이어야 한다.	0	
196	극한한계상태에서 비탄성 거동을 보이는 구조물 및 부재에 대하여 하중의 재분배와 소성변형을 평가하는 구조해석 방법으로 선형비탄성 해석을 사용할 수 있다.	0	
197	직접부착작용, 전단열결 및 직접지압에 의한 힘 전달기구의 공칭강도는 다음 규정에 따라 산정된다.	0	
198	띠판에서 응력방향으로 볼트간격은 볼트직경의 6배보다 작아야 하며, 띠판은 각 구성요소에 3개 이상의 연결재로 접합되어야 한다.	0	
199	사용한계상태에 의한 부모멘트부 합성단면의 휨응력을 계산할 때 콘크리트 바닥판이 유효한 것으로 간주하는 경우에는 식 (B.3.1-1)로 산정한다.	0	
200	이 경우 C.1.6.2의 웨브 전체높이의 보강재를 링크-보강부 접점에 설치해야 한다.	0	
201	상호 연결된 구조 부재에 관한 영향을 포함하여 초기 및 장기처짐의 영향을 설계에 고려하여야 한다.	0	
202	매입물은 콘크리트가 굳지 않은 상태에서 제자리에 정확히 위치하도록 하여야 한다.	0	
203	교축방향 철근은 바닥판 전폭에 걸쳐서 2단 등간격으로 배근하며, 2/3를 위쪽에 배치해야 한다.	1	['철근은', '2/3를', '배치해야 한다.']
204	용접에 의해 접합되거나 플러그 또는 슬롯용접이 사용된 부재에 구멍이 있는 경우, 구멍의 유효순단면적은 식 (4.1-5)을 적용하여 산정한다.	1	['유효순단면적은', '(4.1-5)을', '적용하여 산정한다.']
205	모든 변에서 보가 슬래브를 지지할 경우 직교하는 두 방향에서 보의 상대강성은 식 (4.1-1)을 만족하여야 한다.	1	['상대강성은', '(4.1-1)을', '만족하여야 한다.']
206	대골형 파형강판을 적용한 파형강판 지중구조물은 완공 후 작용하는 압축력과 휨모멘트에 대하여 안전성을 확보해야 하며 다음 식을 만족해야 한다.	1	['지중구조물은', '안전성을', '확보해야 하며']
206	대골형 파형강판을 적용한 파형강판 지중구조물은 완공 후 작용하는 압축력과 휨모멘트에 대하여 안전성을 확보해야 하며 다음 식을 만족해야 한다.	1	['지중구조물은', '식을', '만족해야 한다.']
207	4.1에 의한 것보다 더 정확한 지붕구조의 강성을 평가하는 경우 다음의 계수들을 이용할 수 있다.	0	
208	정모멘트부 합성단면의 항복모멘트는 강도한계상태에서 상하부 어느 한 쪽 강재 플랜지에서 최초 항복을 일으키는 강재 단면, 단기 합성단면과 장기 합성단면에 각각 작용하는 모멘트의 합과 같다.	0	
209	무근콘크리트 주각에 작용하는 최대 계수축력은 4.2(5)의 설계지압강도를 초과하지 않아야 한다.	1	['계수축력은', '설계지압강도를', '초과하지 않아야 한다.']
210	또한 내구성이 크고 사용에 있어서 유해한 진동이 없으며, 점검 및 보수가 용이한 구조로 설계하여야 한다.	0	
211	이 기준의 규정은 하중저항계수설계법 규정이 없는 강구조 구조물, 부재, 접합부에 대해서 허용응력설계법에 기초한 피로 및 파단에 대한 안전성 검토에 적용한다.	0	
212	하이브리드 보는 ③항을 적용한다.	1	['보는', '③항을', '적용한다.']
213	할선강성을 갖는 구조모델에 대한 선형해석을 수행하여 재분배된 부재 내력에 대하여 설계하며, 이때 각 부재의 비탄성변형은 해당 부재의 비탄성변형능력을 초과할 수 없다.	1	['비탄성변형은', '비탄성변형능력을', '초과할 수 없다.']
214	철근을 용접하는 경우 그 위치와 용접 방법을 명기하여야 한다.	0	
215	강재 전단연결재를 갖는 단순 및 연속합성보 그리고 매입형 합성보에도 동바리 사용여부와 상관없이 적용한다.	0	
216	지진에 저항하기 위한 앵커 설계전단강도는 4.4에 따라 결정하여야 한다.	0	
217	스터드는 부착 후 데크플레이트 상단 위로 38mm 이상 돌출해야 하며 스터드 전단연결재의 상단 위로 13mm 이상의 콘크리트피복이 있어야 한다.	0	
218	개구부에 의해 절단된 철근량은 개구부 주변에 추가 배치하여야 한다.	0	
219	콘크리트의 설계기준압축강도는 21MPa 이상이어야 한다.	0	
220	종방향 비틀림철근은 양단에 정착하여야 한다.	0	
221	내하력 부족의 원인을 알 수 없거나 해석에서 요구되는 부재치수 및 재료특성을 측정할 수 없는 경우, 사용하중 상태에서 구조물이 유지될 수 있는지를 판단하기 위하여 재하시험을 실시하여야 한다.	0	
222	나선철근의 정착은 나선철근의 끝에서 추가로 1.5 회전만큼 더 확보하여야 한다.	0	
223	휨부재, 벽체, 압축부재에서의 유효깊이에 대한 허용오차와 콘크리트의 최소 피복 두께에 대한 허용오차는 표 4.2-1에 따라야 한다.	0	
224	원통형 강관의 최대비틈전단응력은 다음과 같이 계산된다.	0	
225	가새부재는 4.1.1.2.1의 요구사항을 만족해야 한다.	1	['가새부재는', '요구사항을', '만족해야 한다.']
226	위의 식의 모든 기호는 4.3.3.1.8.2,(3) 규정의 정의를 따른다.	1	['기호는', '정의를', '따른다.']
227	각주 및 각주 사이의 연결트러스는 축력 이외에 자중 및 개폐시의 트라니온부의 마찰에 의한 휨모멘트, 개폐력에 의한 하중을 고려하여 부재단면을 결정해야 한다.	0	
228	또한 인 단일ㄱ형강 부재의 경우에도 적용된다.	0	
229	추가적으로, 다음의 예외사항 및 제한사항을 준용한다.	0	
230	탄성 2차 해석은 축력의 영향, 부재 길이에 걸쳐있는 균열 구역, 하중지속효과 등을 고려하여 계산된 부재의 단면 특성을 사용하여야 한다.	1	['해석은', '특성을', '사용하여야 한다.']
231	지진력에 의한 휨모멘트 및 축력을 받는 중간모멘트골조와 특수모멘트골조, 그리고 특수철근콘크리트 구조벽체 소성영역과 연결보에 사용하는 철근(KS D 3504, 3552, 7017)은 설계기준항복강도가 600MPa 이하이어야 한다.	0	
232	구조용 강재가새는 편심 가새골조에 관한 C.1.6의 요구사항을 만족해야 한다.	1	['강재가새는', '요구사항을', '만족해야 한다.']
233	볼트나 용접으로 접합되거나 또는 유공커버플레이트나 타이플레이트를 갖는 가새와 접합된 개단면을 1개 이상 갖고 있는 2개의 부재로 구성된 조립부재에 적용한다.	0	
234	구조용 무근콘크리트 벽체는 축하중에 의해 발생되는 최대 계수휨모멘트에 대응하는 편심에 대하여 설계하여야 한다.	0	
235	확대기초판 윗면 또는 임의의 각 층 바닥슬래브 윗면의 기둥 하단에 배치하는 띠철근의 간격은 위의 ②에서 규정한 간격의 1/2 이하로 하여야 하고, 또한 기둥 상부에 배치되는 최하단 수평철근 아래에 위치하는 띠철근도 위의 ②에서 규정한 간격의 1/2 이하로 하여야 한다.	0	
236	유효플랜지폭 내의 종방향 철근과 콘크리트, 경계요소 그리고 벽체 복부는 유효한 것으로 간주하고 개구부의 효과도 고려하여야 한다.	0	
237	끼움재를 사용한 2개 이상의 형강으로 구성된 조립인장재는 개별부재의 세장비가 가급적 300을 넘지 않도록 한다.	1	['조립인장재는', '300을', '넘지 않도록 한다.']
238	사용하중이 작용할 때 구조물의 성능은 프리스트레스, 콘크리트의 크리프와 건조수축, 온도변화, 축방향 변형, 연결된 부재 요소에 의한 구속과 지반 침하의 영향으로 발생되는 반력, 휨모멘트, 전단력 및 축력을 고려한 탄성해석으로 규명하여야 한다.	0	
239	인장력을 받는 이형철근 및 이형철선의 겹침이음길이는 A급과 B급으로 분류하며 다음 값 이상 또한 300mm 이상이어야 한다.	0	
240	다만, 부분적으로 보행자에 의해 사용되는 도시 지역의 교량의 경우 처짐은 경간의 1/1,000 이하이어야 한다.	0	
241	벽체는 인장이 지배적인 거동을 하도록 설계하여야 한다.	0	
242	앵커 설치 시 콘크리트 온도는 적어도 10℃이어야 한다.	0	
243	수직보강재나 수평보강재가 있는 내측 웨브 패널의 공칭전단강도는 4.3.3.1.9.3(2)의 규정으로, 단부 웨브 패널의 공칭전단강도는 4.3.3.1.9.3(3)의 규정을 적용한다.	1	['공칭전단강도는', '규정을', '적용한다.']
244	캔틸레버식 옹벽의 저판은 전면벽과의 접합부를 고정단으로 간주한 캔틸레버로 가정하여 단면을 설계할 수 있다.	1	['저판은', '단면을', '설계할 수 있다.']
245	단순접합부는 부재의 단부 회전을 수용할 수 있어야 한다.	1	['단순접합부는', '회전을', '수용할']
246	철근, 용접철망 또는 긴장재의 위치 및 크기는 계측에 의해 위험단면에서 결정하여야 한다.	0	
247	비지지길이 내에서 균일 단면을 갖는 압축플랜지의 횡비틀림좌굴강도는 다음과 같이 구한다.	0	
248	①의 철근은 연속되거나 받침부 주변에서 B급 인장겹침이음 또는 KDS 14 20 52(4.5.1(3))을 만족하는 기계적이음 또는 용접이음으로 이어져야 한다.	1	['철근은', '52(4.5.1(3))을', '만족하는']
249	변형은 사용목적에 대하여 지장이 없도록 한다.	0	
250	완전강접 모멘트접합부의 소요전단강도는 다음의 지진하중효과를 이용하여 산정한다.	0	
251	콘크리트의 크리프 및 건조수축의 변형률은 주변 대기습도, 부재의 치수 및 콘크리트 구성성분의 영향과 하중이 최초로 재하될 때의 콘크리트 성숙도와 하중의 크기 및 재하기간의 영향을 반영하여 결정하여야 한다.	0	
252	지진하중에 의한 압축력은 다음과 같이 산정한다.	0	
253	경량콘크리트 사용에 따른 영향을 반영하기 위하여 사용하는 경량콘크리트계수는 다음과 같다.	0	
254	슬래브 판들은 단변 경간에 대한 장변 경간의 비가 2 이하인 직사각형이어야 한다.	0	
255	폭두께비가 큰 원통의 휨 압축측 응력은 관련 지침에 따라 검토한다.	0	
256	종방향 철선 하나는 압축면에서  이하에 배치하고 두 번째 종방향 철선은 첫 번째 철선부터 50mm 이상의 간격으로 압축면에 가까이 배치하여야 한다.	0	
257	한편, 초기접선탄성계수의 시간에 따른 변화는 다음 식(3.1-17)과 같이 구하여야 한다.	0	
258	포스트텐션이 되지 않은 바닥이나 지붕 시스템의 철근 간격은 각 방향으로 450mm 이하이어야 한다.	0	
259	부분용입 그루브용접의 공칭강도는 용접축에 평행으로 작용하는 인장 또는 압축에 대해서는 고려할 필요가 없으며, 그 외의 경우에는 표 4.1-5에 따른다.	0	
260	축방향력이 압축인 경우축방향력이 압축이고, 강관의 바깥쪽 지름와 강관의 두께의 비가 60 이하인 경우 허용압축응력는 식(4.4-1) 및 식(4.4-2)으로 구한다.	0	
261	아치 리브의 단면 형상은 경간에 대한 높이의 비, 아치 축선, 재료의 강도, 시공 방법 등을 고려하여 선정하여야 한다.	0	
262	가새접합부의 소요강도는 다음과 같이 산정한다.	0	
263	그렇지 않은 경우는 상기 (2)의 규정을 적용하여야 한다.	0	
264	4.8.8은 해양구조물중 플랫폼구조물 및 기초구조의 설계와 시공에 대해 적용한다.	0	
265	이 규정은 매입형 합성부재와 충전형 합성부재에 적용한다.	0	
