file,sentence
KDS 14 20 70.txt,"임의 말뚝의 중심에서 기둥 중심까지 거리가 말뚝의 상단에서 기초판의 상단까지 거리의 2배보다 큰 경우 기초판은 (4)와 KDS 14 20 22(4.11)을 만족시켜야 한다.
"
KDS 14 20 70.txt,"그 외의 기초판은 (4)와 KDS 14 20 22(4.11), KDS 14 20 24의 규정을 만족시켜야 한다.
"
KDS 14 20 70.txt,"KDS 14 20 24를 적용한다면 스트럿의 유효콘크리트 압축강도는 KDS 14 20 24(4.2.2(2)②)의 규정에 따라 산정하여야 한다.
"
KDS 14 20 70.txt,"말뚝에 지지되는 기초판에서 임의 단면에 대한 전단력은 다음 규정에 따라 계산하여야 한다.
"
KDS 14 20 70.txt,"말뚝의 중심이 그 단면에서 /2 이상 외측에 있는 말뚝에 의한 반력 전체는 그 단면에 전단력으로 작용하는 것으로 하여야 한다.
"
KDS 14 20 70.txt,"말뚝의 중심이 그 단면에서 /2 이상 내측에 있는 말뚝에 의한 반력은 전단력으로 작용하지 않는 것으로 보아야 한다.
"
KDS 14 20 70.txt,"말뚝의 중심이 위 ①과 ②에서 규정한 중간에 위치하는 경우, 단면의 외측 /2의 위치에서 말뚝 반력 전체를, 단면의 내측 /2의 위치에서 반력을 영(0)으로 하여 직선보간으로 말뚝중심에서 산정한 반력이 기초판 단면에 전단력으로 작용하는 것으로 보아야 한다.
"
KDS 14 20 70.txt,"기초판의 철근정착은 KDS 14 20 52의 규정에 따라야 한다.
"
KDS 14 20 70.txt,"각 단면에서 계산된 철근의 인장력 또는 압축력이 단면의 양측에서 발휘될 수 있도록 묻힘길이, 표준갈고리나 기계적 장치 또는 이들의 조합에 의하여 철근을 정착하여야 한다.
"
KDS 14 20 70.txt,"철근정착에 대한 위험단면은 최대 계수휨모멘트에 대해 4.2.2.1(2)에 규정한 위험단면과 같은 위치로 가정하며, 단면이나 철근이 변하는 수직면도 위험단면으로 보아야 한다.
"
KDS 14 20 70.txt,"또한 KDS 14 20 52(4.4.1(5))의 규정도 따라야 한다.
"
KDS 14 20 70.txt,"기둥 또는 벽체 밑면에서 힘과 휨모멘트는 콘크리트의 지압과 철근, 다월철근 및 기계적연결장치에 의해 기초판에 전달시켜야 한다.
"
KDS 14 20 70.txt,"받침부재와 지지되는 부재 사이의 접촉면에서 콘크리트 지압응력은  KDS 14 20 20(4.7)에서 규정하는 콘크리트 지압강도를 초과할 수 없다.
"
KDS 14 20 70.txt,"받침부재와 지지되는 부재 사이의 철근, 다월철근 또는 기계적연결장치는 다음의 ①과 ②와 같은 힘이 충분히 전달될 수 있어야 한다.
"
KDS 14 20 70.txt,"그 외에 철근, 다월철근 또는 기계적연결장치는 4.2.3.2 또는 4.2.3.3의 규정을 따라야 한다.
"
KDS 14 20 70.txt,"벽체 또는 기둥에서 휨모멘트가 주각 또는 기초판에 전달되는 경우에는 철근, 다월철근 또는 기계적연결장치는 KDS 14 20 52(4.7)의 규정에 따라 설계하여야 한다.
"
KDS 14 20 70.txt,"횡력은 KDS 14 20 22(4.5)의 전단마찰의 규정 또는 다른 적절한 방법에 의하여 주각 또는 기초판에 전달시켜야 한다.
"
KDS 14 20 70.txt,"현장치기콘크리트 시공에서 4.2.3.1을 만족시키는 보강방법으로서 종방향 철근을 받침부재인 주각 또는 기초판까지 연장시키거나 다월철근으로 연결시켜야 한다.
"
KDS 14 20 70.txt,"현장치기콘크리트 기둥과 주각의 경우, 접촉면 사이의 철근 단면적은 지지되는 부재 단면적의 0.005배 이상으로 하여야 한다.
"
KDS 14 20 70.txt,"현장치기콘크리트 벽체의 경우, 접촉면 사이의 철근 단면적은 KDS 14 20 72(4.2(2))에서 규정한 최소 수직 철근량 이상이어야 한다.
"
KDS 14 20 70.txt,"기초판에서 압축력만을 받는 경우에 D41과 D51인 종방향 철근은 4.2.3.1에서 요구하는 힘의 전달을 위한 다월철근과 겹침이음을 할 수 있다.
"
KDS 14 20 70.txt,"다월철근은 D35 이하이어야 하며, D41 또는 D51 철근의 정착길이와 다월철근의 압축겹침이음길이 중 큰 값 이상으로 지지되는 부재 속으로 연장하여야 하며, 기초판 속으로는 다월철근의 정착길이 이상으로 연장하여야 한다.
"
KDS 14 20 70.txt,"현장치기콘크리트 공사에서 핀접합이나 로커접합이 적용되는 경우에는 4.2.3.1과 4.2.3.3에 따라야 한다.
"
KDS 14 20 70.txt,"프리캐스트콘크리트 시공에서 4.2.3.1을 만족시키는 보강방법으로서 앵커볼트나 다음의 (2)에서 (4)까지 규정과 같이 적절한 기계적연결장치를 사용할 수 있다.
"
KDS 14 20 70.txt,"앵커볼트는 KDS 14 20 54에 따라 설계하여야 한다.
"
KDS 14 20 70.txt,"프리캐스트콘크리트 기둥 또는 주각과 받침부재 간의 접합은 KDS 14 20 62(4.2.1(4)①)의 요구 조건을 만족시켜야 한다.
"
KDS 14 20 70.txt,"프리캐스트콘크리트 벽체와 받침부재 간의 접합은 KDS 14 20 62(4.2.1(4)②, ③)의 요구 조건을 만족시켜야 한다.
"
KDS 14 20 70.txt,"앵커볼트 및 기계적연결장치는 정착장치의 파괴나 주위의 콘크리트가 파괴되기 전에 설계강도에 도달하도록 설계하여야 한다.
"
KDS 14 20 70.txt,"경사 또는 계단형 기초판에서 경사의 각도, 계단의 깊이 및 위치는 모든 단면에서 설계조건을 만족하여야 한다.
"
KDS 14 20 70.txt,"이 경우 KDS 14 20 52(4.4.1(5))의 규정도 따라야 한다.
"
KDS 14 20 70.txt,"2개 이상의 기둥, 주각, 벽체를 지지하는 기초판은 이 구조기준의 관련 규정에 따라 계수하중과 반력에 견디도록 설계하여야 한다.
"
KDS 14 20 70.txt,"4.1.3에서 규정한 슬래브의 직접설계법은 벽기초, 복합기초 및 전면기초의 기초판 설계에 사용할 수 없다.
"
KDS 14 20 70.txt,"벽기초, 복합기초 및 전면기초의 기초판 밑면에 작용하는 토압분포는 흙과 구조물의 성질 및 토질역학 원리에 적합하도록 정하여야 한다.
"
KDS 14 20 70.txt,"프리스트레스 되지 않은 전면기초판의 각 주방향의 최소 철근량은 KDS 14 20 50(4.6.2)의 규정에 적합하여야 한다.
"
KDS 14 20 70.txt,"철근의 최대 간격은 450mm 이하이어야 한다.
"
KDS 14 20 70.txt,"이 기준의 부록은 장방형 슬래브의 설계용 계수를 제시한다.
"
KDS 14 20 70.txt,"4변이 지지되고 있는 2방향 슬래브 설계에만 이 부록의 규정을 적용할 수 있다.
"
KDS 14 20 70.txt,"슬래브를 지지하고 있는 부재의 상대적 처짐에 의한 슬래브의 단면력 변화를 별도로 고려하여야 한다.
"
KDS 14 20 70.txt,"2방향 슬래브는 다음과 같은 각 방향에 대하여 띠로서 이루어져 있다고 가정하여야 한다.
"
KDS 14 20 70.txt,"폭이 패널 폭의 1/2이고, 패널의 중앙선에 대하여 대칭이며, 고려하고 있는 휨모멘트 방향에 평행으로 전체 패널에 걸쳐 있는 것을 중간대라고 한다.
"
KDS 14 20 70.txt,"폭이 패널 폭의 1/2이고 중간대의 외측에 2/4의 면적을 차지하고 있는 것을 주열대라고 한다.
"
KDS 14 20 70.txt,"장변경간에 대한 단변경간의 비가 0.5보다 작을 때, 그 슬래브는 1방향 슬래브로  가정하여야 한다.
"
KDS 14 20 70.txt,"불연속단은 정모멘트의 1/3 크기의 부모멘트를 사용하여 설계하여야 한다.
"
KDS 14 20 70.txt,"휨모멘트 계산에서 위험단면은 다음 위치에 있다고 가정한다.
"
KDS 14 20 70.txt,"중간대에서 단변방향과 장변방향의 휨모멘트는 부록 표 4-1, 표 4-2 및 표 4-3을 사용하여 다음 부록 식 (4.2-1)과 식 (4.2-2)를 사용하여 각각 계산하여야 한다.
"
KDS 14 20 70.txt,"주열대 휨모멘트는 중간대와 경계선에서는 와 의 전체 값으로 하고, 패널의 단부로 가면서 이들 값의 1/3로 직선적으로 감소하는 것으로 계산하여야 한다.
"
KDS 14 20 70.txt,"받침점의 한쪽의 부모멘트가 다른 쪽 값의 80%보다 작을 때는 그 차이를 슬래브의 상대 강도에 비례하여 재분배시켜야 한다.
"
KDS 14 20 70.txt,"슬래브의 전단력은 하중이 부록 표 4-3에 따라서 받침점에 등분포된다고 가정하여 계산할 수 있다.
"
KDS 14 20 70.txt,"2방향 슬래브의 지지보에 작용하는 하중은 과 방향에서 하중의 백분율에 대한 부록 표 4-4를 사용하여 계산하여야 한다.
"
KDS 14 20 70.txt,"어떤 경우에도 단면 단부에 연한 보에 작용하는 하중이 모서리에서 그은 45°선의 교차점으로 둘러싸인 면적 내의 하중 이상이어야 한다. 
"
KDS 14 20 64.txt,"이 기준은 건설기준 코드체계 전환에 따라 기존 건설기준(설계기준, 표준시방서) 간 중복․상충을 비교 검토하여 코드로 통합 정비하였다.
"
KDS 14 20 64.txt,"이 기준은 기존의 콘크리트 설계기준에 해당되는 부분을 통합 정비하여 기준으로 제정한 것으로 제ㆍ개정 연혁은 다음과 같다.
"
KDS 14 20 64.txt,"이 기준은 구조용 무근콘크리트구조의 설계방법을 제시하고 부재의 안전성을 확보하기 위한 최소한의 요구조건을 규정한다.
"
KDS 14 20 64.txt,"현장치기콘크리트 또는 프리캐스트콘크리트 부재 등과 같은 구조용 무근콘크리트 부재의 설계와 시공은 이 기준의 규정을 따라야 한다.
"
KDS 14 20 64.txt,"보도와 지표면 슬래브 등과 같이 지면에 바로 지지되는 슬래브의 설계와 시공은 이 기준을 적용하지 않는다.
"
KDS 14 20 64.txt,"다만, 이러한 부재가 다른 구조 부재에 의해 수직하중 또는 수평하중을 지면으로 전달하는 경우는 이 기준을 적용한다.
"
KDS 14 20 64.txt,"아치, 지하 설비 구조물, 중력벽, 차폐벽과 같은 특수한 구조물에 대해서도 이 기준의 해당 규정들을 적용할 수 있다.
"
KDS 14 20 64.txt,"이 기준의 규정은 무근콘크리트 부재의 설계에 적용하여야 한다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트는 다음의 ①, ② 및 ③의 경우에만 사용할 수 있으며, 기둥에는 무근콘크리트를 사용할 수 없다.
"
KDS 14 20 64.txt,"이 기준의 규정은 현장치기콘크리트 말뚝 및 지반에 묻힌 교각의 설계에 적용할 수 없다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트의 설계기준압축강도는 18MPa 이상, 동시에 KDS 14 20 40의 내구성 제한 사항에서 요구하는 값 이상으로 하여야 한다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트 부재를 휨 불연속요소로 나누기 위하여 수축줄눈과 분리줄눈을 사용하여야 한다.
"
KDS 14 20 64.txt,"각 요소의 크기는 크리프, 건조수축, 온도의 영향에 의한 과다한 내부 응력의 발생을 억제할 수 있도록 결정하여야 한다.
"
KDS 14 20 64.txt,"수축줄눈 또는 분리줄눈의 개수와 위치를 결정할 때 기후조건의 영향, 재료의 선택과 배합비, 콘크리트의 배합, 치기, 양생, 변형에 대한 구속의 정도, 부재가 받고 있는 하중에 의한 응력 그리고 시공기술 등을 고려하여야 한다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트 부재는 하중계수와 강도감소계수를 사용하여 이 설계기준의 규정에 따른 적절한 강도를 발휘할 수 있도록 설계하여야 한다.
"
KDS 14 20 64.txt,"계수하중과 단면력은 KDS 14 20 10(3.2)의 규정에 따라 결정하여야 한다.
"
KDS 14 20 64.txt,"소요강도가 설계강도를 초과하는 경우에는 철근으로 보강하여야 하며, 철근을 사용한 부재는 이 설계기준의 철근콘크리트 구조물 설계에 대한 모든 규정을 적용하여 설계하여야 한다.
"
KDS 14 20 64.txt,"휨모멘트와 축력을 받는 구조용 무근콘크리트 부재의 강도설계는 압축과 인장 모두 선형 응력-변형률 관계에 근거하여야 한다.
"
KDS 14 20 64.txt,"4.1.2의 규정을 따르면 무근콘크리트 부재를 설계할 때 콘크리트의 인장강도를 고려할 수 있다.
"
KDS 14 20 64.txt,"철근이 배치되어 있을 경우에도 철근의 강도는 고려하지 않는다.
"
KDS 14 20 64.txt,"인장력은 각 무근콘크리트 요소의 외부 단부, 시공줄눈, 수축줄눈, 분리줄눈을 통해 전달되지 않아야 한다.
"
KDS 14 20 64.txt,"인접한 구조용 무근콘크리트 요소 사이의 인장에 의한 휨 연속성은 없다고 가정하여야 한다.
"
KDS 14 20 64.txt,"휨모멘트, 휨모멘트와 축력의 조합, 전단력에 대한 강도를 계산할 때 부재의 전체 단면을 설계에 고려한다.
"
KDS 14 20 64.txt,"다만, 지반에 콘크리트를 치는 경우에 전체 두께 는 실제 두께보다 50mm 작은 값을 사용하여야 한다.
"
KDS 14 20 64.txt,"휨모멘트를 받는 단면의 설계는 식 (4.2-1)의 조건에 만족하도록 하여야 한다.
"
KDS 14 20 64.txt,"압축력을 받는 단면의 설계는 식(4.2-4)의 조건에 만족하도록 하여야 한다.
"
KDS 14 20 64.txt,"휨모멘트와 축력을 동시에 받고 있는 부재는 압축면에서 식(4.2-6)을 만족하도록 설계하여야 한다.
"
KDS 14 20 64.txt,"그리고 인장면에서 식(4.2-7)을 만족하여야 한다.
"
KDS 14 20 64.txt,"전단력에 대한 직사각형 단면의 설계는 식 (4.2-8)의 조건에 만족하도록 하여야 한다.
"
KDS 14 20 64.txt,"압축력을 받는 지압부의 설계는 식(4.2-11)의 조건에 만족하도록 하여야 한다.
"
KDS 14 20 64.txt,"모든 면에서 받침부의 면적이 재하면적보다 넓은 경우를 제외하고, 재하면적의 공칭지압강도에 2를 초과하지 않는 범위 내에서 를 곱하여 구할 수 있다.
"
KDS 14 20 64.txt,"이 기준에서 경량콘크리트에 대한 수정계수는 특별히 언급되지 않는 한 KDS 14 20 10(4.4)에 따른다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트 벽체는 지반, 기초판, 기초벽, 지중보 또는 수직연속지지 부재로 거동할 수 있는 다른 구조 부재에 의해 연속으로 지지되어야 한다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트 벽체는 벽체가 받고 있는 연직하중, 횡하중 그리고 다른 모든 하중을 고려하여 설계하여야 한다.
"
KDS 14 20 64.txt,"구조용 무근콘크리트 벽체는 축하중에 의해 발생되는 최대 계수휨모멘트에 대응하는 편심에 대하여 설계하여야 한다.
"
KDS 14 20 64.txt,"만약 모든 계수축력의 합력이 벽체 전체 두께의 중앙 1/3 이내에 위치하는 경우 4.2(2) 또는 4.3.2에 따라 설계할 수 있다.
"
KDS 14 20 64.txt,"그렇지 않은 경우 벽체의 설계는 4.2(3)에 따라야 한다.
"
KDS 14 20 64.txt,"전단에 대한 설계는 4.2(4)에 따라야 한다.
"
KDS 14 20 64.txt,"직사각형 단면을 가진 구조용 무근콘크리트 벽체는 모든 계수축력의 합력이 벽체 전체 두께의 중앙 3분의 1 이내에 위치하는 경우에 식 (4.3-1)에 따라 설계할 수 있다.
"
KDS 14 20 64.txt,"축력이 작용하는 벽체의 설계는 식 (4.3-1)에 따라야 한다.
"
KDS 14 20 64.txt,"정밀한 구조해석에 의해 입증되지 않는 한, 각각의 수직으로 작용하는 집중하중에 대한 벽체의 수평방향 유효폭은 하중들의 중심간 거리를 초과할 수 없으며, 또한 하중지압부의 폭에 벽체 두께의 4배를 더한 길이를 초과할 수 없다.
"
KDS 14 20 64.txt,"다음 (3)을 제외한 내력벽의 두께는 벽체의 비지지 높이 또는 길이 중 작은 값의 1/24배 이상으로 하여야 하고, 또한 최소 150mm 이상으로 하여야 한다.
"
KDS 14 20 64.txt,"지하층 외측 벽체와 기초 벽체판의 두께는 200mm 이상으로 하여야 한다.
"
KDS 14 20 64.txt,"벽체는 횡방향 상대 변위가 일어나지 않도록 지지되어야 한다.
"
